dc:identifier,dc:title,dc:subject1,is part of,dc:description,dc:date,dc:spatial,dc:language,dc:interviewee,dc:interviewer,dc:performer,dc:performer,dc:performer,dc:performer,dc:performer,dc:contributor (recordist),dc:contributor (speaker),dc:extent,dc:subject2,dc:subject3,dc:subject4,dc:subject4
C1002X0064XX-5200,Your cheating heart,1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With step dancing. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,Belfast John'  (vocals),"Woods, Oscar  (melodeon)",,,,"Summers, Keith (recordist)",,00:00:44,,melodeon,,
C1002X0064XX-4900,Irish washerwoman,1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With step dancing. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:13,melodeon,,,
C1002X0064XX-5000,Unidentified tune [3],1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With step dancing. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:12,melodeon,,,
C1002X0097XX-0600,Irish washerwoman / unidentified tune / Soldier's joy / Soldier's joy / unidentified tune / unidentified tune,1CDR0010670 (copy of C1002/97),Keith Summers Collection,Item notes: With step-dancing during the second version of Soldier's joy. Recorded during a lively pub session. ,ca. 1981,"The Crown Inn, Brundish, Suffolk, England, UK",,,,step-dancing,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,"Summers, Keith (recordist)",,00:01:53,,violin,,
C1002X0064XX-5800,In and out the window,1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With step-dancing? stamping and whistling. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:00:53,melodeon,,,
C1002X0064XX-4500,Unidentified tune [1],1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With step-dancing?. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:31,melodeon,,,
C1002X0064XX-4600,Oh Joe the boat is going over,1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With step-dancing?. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)","Cann, Bob (male)",00:01:25,melodeon,,,
C1002X0064XX-5700,Unidentified tune [7],1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With step-dancing?. Preceded by a false start and conversation. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:00:31,melodeon,,,
C1002X0097XX-1400,unidentified song tunes,1CDR0010670 (copy of C1002/97),Keith Summers Collection,Item notes: With the company joining in. Recorded during a lively pub session. ,ca. 1981,"The Crown Inn, Brundish, Suffolk, England, UK",,,,"Curtis, Dolly, 1905- (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:07,melodeon,,,
C1002X0096XX-1800,Flash company / unidentified tune,1CDR0010670 (copy of C1002/96),Keith Summers Collection,Item notes: With the company joining in. Roud Folk Song Index No. 954. Recording notes: Recording mike knocked. ,ca. 1981,"The Crown Inn, Brundish, Suffolk, England, UK",,,,"Curtis, Dolly, 1905- (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:07,melodeon,,,
C1002X0096XX-0800,The happy wanderer,1CDR0010670 (copy of C1002/96),Keith Summers Collection,Item notes: With the company singing along.. ,ca. 1981,"The Crown Inn, Brundish, Suffolk, England, UK",,,,"Curtis, Dolly, 1905- (melodeon)",,,,,"Summers, Keith (recordist)",,00:02:26,melodeon,,,
C1002X0064XX-5500,Unidentified tune [6],1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With vocals. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:00:57,melodeon,,,
C1002X0098XX-0600,"Unidentified dance tune, with vocals",1CDR0010671 (copy of C1002/98),Keith Summers Collection,"Item notes: With vocals. Recorded at a lively dance. Performer notes: London based Caribbean string band. Band consists of 'Theodore' (violin), 'Little George' (shak-shak), two banjoists, two guitarists and a drummer. Ages range from 80 ('Little George') to 18 (drummer) but most are in their mid 50's and primarily ex St. Lucians living in either Luton or East London. Recording notes: Slightly over-recorded. Short drop-out during the recording when the original tape had to be turned over. ",1985-09,"Bethnal Green, London, England, UK",,,,Sunshine Violin Band,,,,,"Summers, Keith (recordist)",,00:00:53,,,,
C1002X0098XX-0700,"Unidentified dance tune, concluded",1CDR0010670 (copy of C1002/96),Keith Summers Collection,"Item notes: With vocals. Recorded at a lively dance. Performer notes: London based Caribbean string band. Band consists of 'Theodore' (violin), 'Little George' (shak-shak), two banjoists, two guitarists and a drummer. Ages range from 80 ('Little George') to 18 (drummer) but most are in their mid 50's and primarily ex St. Lucians living in either Luton or East London. Recording notes: Slightly over-recorded. Short drop-out during the recording when the original tape had to be turned over. ",1985-09,"Bethnal Green, London, England, UK",,,,Sunshine Violin Band,,,,,"Summers, Keith (recordist)",,00:00:55,,,,
C1002X0064XX-5900,Unidentified tune [8],1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With wordless vocals and step-dancing?. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:02:16,melodeon,,,
C1002X0064XX-6400,Unidentified tune [11],1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: With wordless vocals. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:16,melodeon,,,
C1002X0008XX-0800,On board the Leicester Castle,1CDR0007363 (copy of C1002/8),Keith Summers Collection,"Item notes: Written on the box at a later date - Paddy lay back. Roud Folk Song Index No. 653. Performer notes: Of the Ling family of Blaxhall, Suffolk. ",1/27/1971,"Croydon, London, England, UK",,,,"Ling, George (singer, male)",,,,,"Summers, Keith (recordist)",,00:00:43,,,,
C1002X0067XX-0200,The First Noel,1CDR0007352 (copy of C1002/67),Keith Summers Collection,Performance notes: Black choir with tambourine accompaniement. Recording notes: Machine running down when the recordings were made (variable speed) plus noticable wind noise. ,12/22/1981,"Kensal Green, London, England, UK",,,,Kensal Green Choir,,,,,"Summers, Keith (recordist)",,00:01:09,,,,
C1002X0067XX-0400,O come all ye faithful,1CDR0007352 (copy of C1002/67),Keith Summers Collection,Performance notes: Black choir with tambourine accompaniement. Recording notes: Machine running down when the recordings were made (variable speed) plus noticable wind noise. ,12/22/1981,"Kensal Green, London, England, UK",,,,Kensal Green Choir,,,,,"Summers, Keith (recordist)",,00:01:09,,,,
C1002X0067XX-0600,O Little Town of Bethlehem,1CDR0007352 (copy of C1002/67),Keith Summers Collection,Performance notes: Black choir with tambourine accompaniement. Recording notes: Machine running down when the recordings were made (variable speed) plus noticable wind noise. ,12/22/1981,"Kensal Green, London, England, UK",,,,Kensal Green Choir,,,,,"Summers, Keith (recordist)",,00:01:37,,,,
C1002X0067XX-0700,Hark the herald angels sing,1CDR0007352 (copy of C1002/67),Keith Summers Collection,"Performance notes: Black choir with tambourine accompaniement. Recording notes: Tape machine finally runs down, recording speeds up to a blur, and then comes to an abrupt end.. ",12/22/1981,"Kensal Green, London, England, UK",,,,Kensal Green Choir (group),,,,,"Summers, Keith (recordist)",,00:01:46,,,,
C1002X0100XX-3000,In the name of Jesus,1CDR0010673 (copy of C1002/100),Keith Summers Collection,Performance notes: Group of musicians and congregation at a Gospel Church service. Recording notes: Badly over recorded. ,1990,"London, England, UK",,,,general chorus,,,,,"Summers, Keith (recordist)",,00:01:00,,,,
C1002X0100XX-3200,Unidentified hymn,1CDR0010673 (copy of C1002/100),Keith Summers Collection,Performance notes: Group of musicians and congregation at a Gospel Church service. Recording notes: Badly over recorded. ,1990,"London, England, UK",,,,general chorus,,,,,"Summers, Keith (recordist)",,00:00:39,,,,
C1002X0100XX-2900,Gospel Church service - Prayers and readings,1CDR0010673 (copy of C1002/100),Keith Summers Collection,Performance notes: Group of musicians and congregation at a Gospel Church service. Recording notes: Over-recorded. ,1990,"London, England, UK",,,,general chorus,,,,,"Summers, Keith (recordist)",,00:03:01,,,,
C1002X0100XX-3100,Gospel Church service - Testifying,1CDR0010673 (copy of C1002/100),Keith Summers Collection,Performance notes: Group of musicians and congregation at a Gospel Church service. Recording notes: Over-recorded. ,1990,"London, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:03:00,,,,
C1002X0057XX-0400,She took off her nighty,1CDR0007343 (copy of C1002/57),Keith Summers Collection,"Performer notes: Born at Soultholt, Suffolk. ",1977,"Brundish, Suffolk, England, UK",,,,"Whiting, Charlie, 1905- (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:20,,,,
C1002X0056XX-1200,Marry the girl that you love,1CDR0007343 (copy of C1002/56),Keith Summers Collection,"Performer notes: Born at Soultholt, Suffolk. Recording notes: Tape runs out, recording distorts as the Tape comes to its end.. ",1977,"Brundish, Suffolk, England, UK",,,,"Whiting, Charlie, 1905- (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:28,,,,
C1002X0076XX-0500,Now is the hour,1CDR0007356 (copy of C1002/76),Keith Summers Collection,Performer notes: Fiddler from the Island of St Lucia. ,1985,"Kilburn, London, England, UK",,,,"McLawrence, Joseph, 1930- (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:54,violin,,,
C1002X0017XX-1700,Danny Boy (Duet),1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)","Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,"Summers, Keith (recordist)",,00:01:49,violin,violin,,
C1002X0017XX-1800,Killarney (Duet),1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)","Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,"Summers, Keith (recordist)",,00:03:31,violin,violin,,
C1002X0017XX-1600,Danny Boy,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:46,violin,,,
C1002X0030XX-0500,"Polka - 1, 2, 3, 4 - 5 [Heel and toe polka?]",1CDR0007370 (copy of C1002/30),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",4/25/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:34,violin,,,
C1002X0030XX-0600,Polka - Rakes of Mallow,1CDR0007370 (copy of C1002/30),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",4/25/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:21,violin,,,
C1002X0030XX-1000,Waltz,1CDR0007370 (copy of C1002/30),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",4/25/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:08,violin,,,
C1002X0030XX-1100,Merry Widow waltz,1CDR0007370 (copy of C1002/30),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",4/25/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:57,violin,,,
C1002X0030XX-1300,Impudence Schottische,1CDR0007370 (copy of C1002/30),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (mandolin) style. ",4/25/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:32,violin,,,
C1002X0030XX-1200,Come and be my little teddy bear,1CDR0007370 (copy of C1002/30),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",4/25/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / singer, male)",,,,,"Summers, Keith (recordist)",,00:01:42,violin,,,
C1002X0034XX-0400,Autobiographical poem (recitation),1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:03:12,,,,
C1002X0030XX-0900,"Polka - [The Jolly Carter / 1, 2, 3, 4 - 5]",1CDR0007370 (copy of C1002/30),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Performance notes: Combines the two tunes. ",4/25/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:36,violin,,,
C1002X0030XX-1400,The Sunshine of your smile,1CDR0007370 (copy of C1002/30),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Recording notes: Distorts. ",4/25/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / singer, male)",,,,,"Summers, Keith (recordist)",,00:01:53,violin,,,
C1002X0017XX-0700,Give me your smile,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Recording notes: Over recorded. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / singer, male)",,,,,"Summers, Keith (recordist)",,00:00:48,violin,,,
C1002X0017XX-0900,I wonder if you miss me sometimes,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Recording notes: Over recorded. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / singer, male)",,,,,"Summers, Keith (recordist)",,00:04:42,violin,,,
C1002X0018XX-0400,I wonder who's kissing her now,1CDR0007366 (copy of C1002/18),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Recording notes: Over recorded. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / singer, male)",,,,,"Summers, Keith (recordist)",,00:01:05,violin,,,
C1002X0019XX-0200,The Sunshine of your smile - take 1,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Recording notes: Over recorded. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / singer, male)",,,,,"Summers, Keith (recordist)",,00:01:27,violin,,,
C1002X0019XX-0300,The Sunshine of your smile - take 2,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Recording notes: Over recorded. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / singer, male)",,,,,,"Cann, Bob (male)",00:00:16,violin,,,
C1002X0037XX-1000,Just a song at twilight,1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Recording notes: Over recorded. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / vocals, male)",,,,,"Summers, Keith (recordist)",,00:03:59,violin,,,
C1002X0018XX-0300,Come and be my little teddy bear,1CDR0007366 (copy of C1002/18),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. Recording notes: Slightly over recorded. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle / singer, male)",,,,,"Summers, Keith (recordist)",,00:02:43,violin,,,
C1002X0037XX-0800,"The Barn dance, take 2",1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 86. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:40,violin,,,
C1002X0037XX-0900,Tune,1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 87. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:27,violin,,,
C1002X0036XX-0400,Boer War song (The Baby's name),1CDR0007372 (copy of C1002/36),Keith Summers Collection,"Performer notes: From Bedfield, Suffolk. Age 89. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 -  (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:20,,,,
C1002X0078XX-0100,Conversation,1CDR0007357 (copy of C1002/77),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",ca. 1985-12,"London, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:03:10,,,,
C1002X0078XX-0300,Conversation,1CDR0007357 (copy of C1002/77),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-01,"Little Glemham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:02:43,,,,
C1002X0078XX-0500,Conversation,1CDR0007357 (copy of C1002/77),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-01,"Little Glemham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:02:16,,,,
C1002X0078XX-0900,Conversation,1CDR0007357 (copy of C1002/77),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-01,"Little Glenham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:02:31,,,,
C1002X0078XX-1100,Conversation,1CDR0007357 (copy of C1002/77),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-01,"Little Glenham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:01:52,,,,
C1002X0078XX-1800,Conversation,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glenham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:01:26,,,,
C1002X0078XX-2500,Conversation,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glenham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:02:17,,,,
C1002X0078XX-2600,Conversation,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glenham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:02:18,,,,
C1002X0078XX-2900,Conversation,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glemham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:02:25,,,,
C1002X0078XX-3100,Conversation,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glemham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:04:23,,,,
C1002X0078XX-3300,Conversation,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974,"A public house in Framlingham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:01:04,,,,
C1002X0078XX-3600,Conversation during which the performer quotes a verse of The Workhouse door,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Performer notes: From Debach, Suffolk. age 94. ",1974,"A public house in Framlingham, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:03:28,,,,
C1002X0047XX-0200,The Earl Soham Slog,1CDR0007341 (copy of C1002/47),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",1977,"Worlingworth, Suffolk, England, UK",,,,"Fisk, Cecil (dancing doll)","Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,"Summers, Keith (recordist)",,00:02:52,dancing doll,violin,,
C1002X0047XX-0300,Hornpipe,1CDR0007341 (copy of C1002/47),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",1977,"Worlingworth, Suffolk, England, UK",,,,"Fisk, Cecil (dancing doll)","Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,"Summers, Keith (recordist)",,00:02:18,dancing doll,violin,,
C1002X0047XX-0400,Manchester hornpipe,1CDR0007341 (copy of C1002/47),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",1977,"Worlingworth, Suffolk, England, UK",,,,"Fisk, Cecil (dancing doll)","Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,"Summers, Keith (recordist)",,00:00:35,dancing doll,violin,,
C1002X0017XX-0200,3 Tunes,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:19,violin,,,
C1002X0017XX-0300,1 Tune,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:49,violin,,,
C1002X0017XX-0400,1 Tune (fragment),1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:58,violin,,,
C1002X0017XX-0500,Top of the morning,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:06,violin,,,
C1002X0017XX-0600,Manchester hornpipe,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:32,violin,,,
C1002X0017XX-1100,2 Tunes,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:05:04,violin,,,
C1002X0017XX-1200,1 Tune,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:43,violin,,,
C1002X0018XX-0200,Sailors hornpipe / My love she's but a lassie yet,1CDR0007366 (copy of C1002/18),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:54,violin,,,
C1002X0019XX-0400,Air,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:35,violin,,,
C1002X0019XX-0800,Forty years ago - hornpipe,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)","Scuffins, Tom,  1895- (male)",00:00:25,violin,,,
C1002X0028XX-0900,The Boys of blue hill (hornpipe),1CDR0007369 (copy of C1002/28),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",04/05/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:14,violin,,,
C1002X0028XX-1000,Off to California,1CDR0007369 (copy of C1002/28),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",04/05/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:09:30,violin,,,
C1002X0028XX-1100,Soldier's joy,1CDR0007369 (copy of C1002/28),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",04/05/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:08:49,violin,,,
C1002X0028XX-1400,The West end hornpipe,1CDR0007369 (copy of C1002/28),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",04/05/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:47,violin,,,
